source,target
556362,1251297
1451360,1251297
1216283,1251297
950204,1251297
1216283,1251297
1216283,1251297
1216283,1251297
1216283,1251297
1447463,1251297
1451360,1251297
556362,1251297
1251297,1421998
1216283,1251297
1251297,1216283
4173642,1251297
1251297,1216283
1251297,1216283
1253217,1251297
1216283,1251297
1251297,1545665
1251297,1545665
1251297,1545413
1251297,1447463
1216283,1251297
1253217,1251297
1216283,1251297
556362,1251297
1451360,1251297
1216283,1251297
1216283,1251297
1251297,1253217
1251297,748550
1451023,1251297
1216283,1251297
1216283,1251297
1251297,1216283
1216283,1251297
556362,1251297
1451360,1251297
1216283,1251297
1381506,1251297
1216283,1251297
1253217,1251297
556362,1251297
1451023,1251297
1451360,1251297
1216283,1251297
1216283,1251297
1251297,4173642
1251297,5450849
1251297,2440107
1253217,1251297
1251297,5450849
1251297,5450849
1216283,1251297
1451360,1251297
1251297,2595207
1251297,1216283
1451023,1251297
1451360,1251297
556362,1251297
1451360,1251297
1216283,1251297
1251297,567964
1251297,4160475
4311612,1251297
4311612,1251297
2979819,1251297
1216283,1251297
1251297,1253217
1251297,1216283
1251297,4311612
1251297,628831
1451023,1251297
1451023,1251297
1251297,2446902
556362,1251297
4173642,1251297
1251297,1187980
967413,1251297
2440107,1251297
1216283,1251297
2440107,1251297
2440107,1251297
1251297,4173642
1251297,1187980
1251297,556362
1251297,556362
1251297,628831
1251297,556362
1251297,556362
1528522,1251297
1251297,1216283
1251297,2966591
1251297,1447463
1251297,1216283
1251297,1555704
2966591,1251297
1251297,4173642
1251297,991911
1251297,2966591
1251297,2966591
556362,1251297
1251297,1216283
1251297,4173642
1323424,1251297
4173642,1251297
1251297,3489455
1451023,1251297
1451023,1251297
1251297,1451360
1216283,1251297
1216283,1251297
1447463,1251297
1447463,1251297
556362,1251297
1251297,1421998
1251297,1323424
1251297,1216283
1684680,1251297
1251297,1684680
1251297,967413
1251297,801546
923985,1251297
748550,1251297
1251297,748550
1251297,2380830
753685,1251297
1251297,1537060
2380830,1251297
1253217,1251297
923985,1251297
1251297,1092924
1251297,654383
1251297,932650
1251297,1451360
1251297,1545413
1251297,527895
1251297,556362
1251297,516778
1251297,1447463
1447463,1251297
1251297,2617594
1251297,2617594
1251297,556362
1251297,1451360
1251297,1528522
1251297,1451360
1251297,556362
1251297,556362
1251297,1451360
1251297,556362
1251297,1216283
1251297,1447463
1251297,1451360
1216283,1251297
1451360,1251297
556362,1251297
556362,1251297
1451360,1251297
1251297,556362
556362,1251297
1251297,542607
1251297,556362
1251297,556362
1253217,1251297
1251297,1253217
1251297,1447463
1251297,1216283
1251297,1216283
1251297,1451023
1253217,1251297
1251297,1216283
1251297,967413
1253217,1251297
748550,1251297
1253217,1251297
1251297,1216283
1253217,1251297
2378234,1251297
1275612,1251297
1251297,2378209
1667686,1251297
967413,1251297
1251297,1157293
1208075,1251297
1251297,1545413
1251297,550878
1251297,1451023
1251297,550878
1251297,1216283
1251297,1386742
997246,1251297
704578,1251297
1253217,1251297
1146014,1251297
1146014,1251297
815645,1251297
1255470,1137858
1255470,1659737
2115113,1255470
748562,1255470
1255470,1148588
2949941,1255470
1255470,748562
748562,1255470
1255470,748562
1838625,1255470
1255470,6118408
1255470,6118408
849360,1255470
748562,1255470
1148588,1255470
1659737,1255470
1838625,1255470
1838625,1255470
1255470,1574957
1838625,1255470
677330,1255470
1838625,1255470
748562,1255470
1255470,748562
1838625,1255470
1838625,1255470
2790273,1255470
2790273,1255470
1313733,1255470
2949941,1255470
749934,1255470
2949941,1255470
3853312,1255470
1230761,1255470
1255470,432789
3758158,1255470
3621333,1255470
2375350,1255470
849677,1255470
1255470,849677
1255470,748562
1255470,2115113
1255470,2187811
1255470,748562
693600,1255470
1659737,1255470
3430694,1255470
2949941,1255470
748562,1255470
650120,1255470
1838625,1255470
1255470,1838625
1255470,1838625
1255470,1659737
1255470,849677
1255470,849677
1255470,1659737
2949941,1255470
1838625,1255470
1148588,1255470
1255470,1268122
1255470,849677
1255470,1158022
1838625,1255470
1466290,1255470
1838625,1255470
1255470,1838625
677330,1255470
1255470,677330
1315938,1255470
1838625,1255470
1255470,555206
1255470,1838625
559891,1255470
1838625,1255470
1255470,555206
1255470,1838625
1838625,1255470
1255470,741412
1255470,677330
1838625,1255470
555206,1255470
727099,1255470
555206,1255470
1255470,1838625
1255470,677330
1255470,1440420
1255470,849677
1255470,749934
1255470,827821
677330,1255470
1038601,1255470
1255470,1148588
1633417,1255917
613188,1255917
1413026,1255917
3498707,1255917
2680774,1255917
1255917,356914
2475617,1255917
1255917,356914
1255917,356914
1255917,356914
1255917,356914
453978,1255917
1189204,1255917
1262016,1261552
1708836,1261552
3808616,1261552
1261552,888447
1082363,1261552
1261552,3708958
3708958,1261552
3708958,1261552
1343575,1261552
1343575,1261552
1267775,1709443
1267775,1709443
4941692,1267775
2500123,1267775
4941692,1267775
471369,1267775
1267775,1709443
3252676,1267775
1267775,866534
1267775,1192945
1084221,1268122
1084221,1268122
1268122,983101
1148588,1268122
1148588,1268122
1084221,1268122
756636,1268122
1268122,1084221
1148588,1268122
1268122,1084221
1268122,1148588
1268122,1084221
1255470,1268122
458588,1268122
1268122,1148588
1268122,756636
458588,1268122
1268122,1084221
1268122,1084221
1268122,458588
1268122,1148588
1268122,1148588
1268122,1148588
1268122,1148588
458588,1268122
1268122,1084221
1268122,1084221
1268122,458588
1268122,458588
1268122,1148588
1268122,1148588
1268122,458588
458588,1268122
1148588,1268122
1148588,1268122
458588,1268122
1268122,1158022
1268122,1084221
959301,1268122
1148588,1268122
1268122,1148588
1268122,458588
1148588,1268122
1268122,458588
1268122,784249
1268122,1158022
1148588,1268122
1268122,1148588
1268122,1148588
2752978,1271661
4521037,1271661
1274067,1271661
3125547,1271661
880633,1271661
880633,1271661
752329,1271661
1463549,1271661
2704925,1271661
961342,1271661
2116802,1287641
2116802,1287641
1287641,2740944
2116802,1287641
1287641,2116802
6979381,1287641
3551727,1287641
1322580,1287641
2197335,1287641
4051974,1287641
585998,1287641
1287641,2229714
1431263,1287641
4052522,1287641
1287641,2116802
1287641,4052522
2124062,1287641
2740944,1287641
374546,1287641
6029604,1287641
1861845,1287641
1552703,1287641
1287641,1552703
1791599,1287641
4052268,1287641
1861845,1287641
1287641,2116802
1287641,1618885
1287641,3391594
4052268,1287641
1220830,1287641
1206749,1287641
1287641,1353219
1287641,2146922
1287641,2083172
1285532,1287641
1287641,1552703
1287641,531764
1287641,2116802
578520,1287641
1287641,701464
2083172,1287641
1287641,2083172
1552703,1287641
1287641,1365599
747950,1287641
1288643,739177
4993775,1288643
1288643,7214101
1288643,4993775
1288643,739177
1288643,4993775
1288643,689738
1288643,4993775
739177,1288643
1288643,1175757
4993775,1288643
4993775,1288643
739177,1288643
4993775,1288643
1288643,739177
1288643,4993775
1288643,739177
1288643,4993775
1288643,739177
739177,1288643
739177,1288643
1288643,4993775
1288643,4993775
3247549,1288643
1288643,3247549
4993775,1288643
3246643,1288643
1288643,3246643
3246643,1288643
1288643,739177
1288643,4993775
1288643,4993775
1288643,739177
1288643,739177
739177,1288643
4993775,1288643
1288643,4993775
1288643,4993775
1288643,4993775
1288643,739177
1288643,739177
871679,1288643
1288643,871679
4993775,1288643
1288643,4993775
1288643,4993775
1288643,739177
1288643,739177
1288643,1686423
1288643,600323
871679,1288643
871679,1288643
739177,1288643
1288643,871679
600323,1288643
739177,1288643
1288643,871679
739177,1288643
1288643,4993775
1288643,739177
4993775,1288643
1288643,4993775
1288643,871679
871679,1288643
1288643,739177
1175757,1288643
871679,1288643
1288643,739177
739177,1288643
1288643,871679
739177,1288643
1288643,1871347
739177,1288643
1313733,1288643
1288643,871679
1355518,1288643
1355518,1288643
871679,1288643
1288643,1247062
1288643,600323
871679,1288643
1288643,871679
1288643,1546449
871679,1288643
3887581,1288643
871679,1288643
3887581,1288643
1288643,3247549
1288643,1546449
3842491,1288643
2771712,1288643
871679,1288643
1288643,1546449
1288643,1656786
1288643,3246643
1288643,866686
1288643,1546449
1479988,1288643
3246643,1288643
2836241,1288643
871679,1288643
871679,1288643
1288643,871679
1288643,600323
1288643,1546449
1719654,1288643
1288643,1837701
1288643,871679
1837701,1288643
1288643,871679
1479988,1288643
1288643,871679
3246643,1288643
871679,1288643
1359615,1288643
718518,1288643
1288643,1656786
1288643,322681
1288643,718518
1288643,1656786
1288643,1530965
1288643,1530965
871679,1288643
1288643,718518
1288643,605579
1288643,1546449
1288643,1230761
1910581,1288643
1288643,1910581
1546449,1288643
1288643,1546449
1288643,1145314
1145314,1288643
1145314,1288643
1145314,1288643
1288643,811572
1884976,1291249
1291249,1388754
1291249,1884976
1884976,1291249
1291249,1884206
769362,1291249
1291249,769362
1291249,769362
1884976,1291249
1291249,1884976
1291249,2676020
719899,1291249
2676020,1291249
2676020,1291249
719899,1291249
1121689,1291249
1329960,1291249
1121689,1291249
1291249,1349475
1400665,1291249
1291249,1400665
284765,1291249
1349475,1291249
1758106,1299134
120824,1299134
1299134,1626030
87316,1299134
1299134,895441
1299134,681728
238458,1299134
1299134,2677274
1299134,4015885
1299134,227081
1299134,650120
2122509,1299134
1299134,378862
633102,1299134
120824,1299134
1299134,1476086
675619,1299134
732804,1299134
1299134,953965
732804,1299134
120824,1299134
732804,1299134
120824,1299134
1299134,120824
370010,1299134
1299134,558721
370010,1299134
120824,1299134
1299134,120824
120824,1299134
558721,1299134
558721,1299134
587364,1299134
208946,1299134
208946,1299134
1299134,205130
1299134,895441
1299134,208946
1299134,87316
1176655,1299134
1176655,1299134
516778,1299134
913307,1299134
120824,1299134
121607,1299134
120824,1299134
558721,1299134
690924,1299134
558721,1299134
690924,1299134
291961,1299134
590553,1299134
372779,1299134
675619,1299134
131703,596604
131703,596604
131703,596604
131703,596604
596604,131703
596604,131703
131703,1266580
1428740,131703
2774543,131703
363314,131703
4591240,131703
4591240,131703
4472093,131703
2120373,131703
131703,2120373
647670,131703
3119880,131703
363314,131703
1531595,131703
1423296,131703
131703,1688587
131703,2251032
1531595,131703
131703,2774543
1531595,131703
363314,131703
131703,6523078
131703,2077800
131703,2633486
131703,1266580
363314,131703
647670,131703
131703,732670
2774543,131703
797026,131703
797026,131703
797026,131703
1266580,131703
131703,1266580
363314,131703
2251032,131703
6523078,131703
131703,1266580
2774543,131703
1423296,131703
131703,2137365
363314,131703
919011,131703
363314,131703
3776423,131703
3804789,131703
131703,2253832
131703,1227362
363314,131703
3885955,131703
131703,771181
131703,419804
131703,3335907
131703,2077800
131703,2077800
131703,1117890
1287850,131703
515895,131703
453016,131703
131703,1266580
131703,363314
131703,363314
363314,131703
131703,363314
131703,4591240
131703,363314
131703,2644035
131703,1886047
131703,363314
131703,2253832
131703,1531595
1423296,131703
131703,3885955
131703,1688587
131703,1531595
131703,1531595
131703,1531595
131703,1531595
3231799,131703
131703,1531595
1423296,131703
131703,363314
705144,131703
647670,131703
131703,2526787
2251032,131703
2333776,131703
2333776,131703
1423296,131703
728748,131703
895086,131703
131703,1554691
131703,132489
131703,132489
895086,131703
131703,427569
4990101,1323657
2918071,1323657
1590659,1323657
1323657,2617594
1323657,670320
511611,1323657
2602597,1323657
4990101,1323657
7081893,1323657
4990101,1323657
1323657,1466814
5445429,1323657
5934758,1323657
4990101,1323657
1323657,695713
4990101,1323657
1323657,1387834
1323657,695713
1323657,1318707
1283503,1323657
2976338,1323657
1323657,1283503
4990101,1323657
4990101,1323657
1323657,839366
1323657,765606
1323657,4990101
1323657,765606
1323657,322681
1032634,1323657
4990101,1323657
1323657,4011007
765606,1323657
4990101,1323657
1323657,1032634
1323657,715683
1323657,1652374
1032634,1323657
1323657,2070471
1323657,715683
765606,1323657
818925,1323657
1323657,914186
1323657,2804167
1652374,1323657
1323657,1032634
1323657,1032634
1323657,1652374
1652374,1323657
765606,1323657
1323657,1032634
1323657,765606
728351,1323657
1323657,1652374
1652374,1323657
1652374,1323657
1652374,1323657
1170617,1323657
1323657,1651491
1323657,579165
1119520,1323657
1323657,1652374
1323657,579165
1323657,1023738
579165,1323657
1032634,1323657
1323657,1180828
1323657,492848
1323657,1032634
1323657,1756525
1756525,1323657
2452690,1323657
1323657,579165
1323657,322681
1323657,1719654
1323657,765606
2452690,1323657
1323657,579165
2452690,1323657
2452690,1323657
1323657,1032634
1323657,765606
1323657,765606
723063,1323657
880780,1323657
1032634,1323657
1323657,179673
1652374,1323657
2009724,1323657
1323657,1690664
1323657,734744
880780,1323657
451052,1323657
1323657,1690664
1690664,1323657
1323657,765606
880780,1323657
1690664,1323657
1323657,579165
308223,1323657
730989,1323657
765606,1323657
730989,1323657
2846424,1324033
2103176,1324033
1324033,698222
1324033,4237713
2416042,1324033
2416042,1324033
1326297,1573025
1829619,1326297
1326297,3819672
1326297,1829619
1326297,1573025
1829619,1326297
1829619,1326297
1326297,1829619
1829619,1326297
614385,1326297
1326297,5335781
1326297,1829619
1829619,1326297
1326297,1829619
1326297,1635173
1829619,1326297
1326297,574924
1326297,803666
1326297,614385
2415783,1326297
1326297,5903049
1326297,803666
803666,1326297
1326297,1829619
1326297,1829619
1326297,1829619
1326297,574924
1326297,803666
1326297,614385
1326297,803666
1326297,5335781
1326297,4847225
1277928,1326297
1326297,1829619
1326297,1829619
1326297,803666
1326297,803666
1326297,1019760
1326297,614385
1326297,614385
1326297,803666
1326297,574924
1326297,614385
1326297,803666
1326297,803666
1326297,803666
1326297,803666
1326297,459366
1326297,614385
1326297,1287850
803666,1326297
645084,1326297
1326297,614385
1326297,645084
1326297,1277928
1326297,1277928
1326297,803666
996693,1326297
1326297,614385
1326297,574924
1326297,614385
1326297,803666
1326297,803666
1326297,1829619
1326297,803666
1326297,203891
1326297,1008445
1326297,614385
1326297,996693
1326297,3366988
1326297,1170172
1326297,644805
803666,1326297
1326297,732670
1326297,803666
1326297,1277928
1326297,574924
1326297,614385
1326297,803666
803666,1326297
1326297,2788715
1326297,459366
1326297,614385
1326297,1277928
1326297,1829619
1326297,803666
1326297,459366
1326297,803666
1326297,614385
1326297,644805
1326297,614385
1326297,644805
1326297,803666
614385,1326297
644805,1326297
1326297,574924
1326297,614385
614385,1326297
1326297,644805
459366,1326297
803666,1326297
1326297,803666
746835,1326297
1326297,4035000
803666,1326297
803666,1326297
1326297,574924
1326297,803666
1326297,614385
1326297,1157293
614385,1326297
1326297,1102900
1326297,1577777
732670,1326297
1326297,969140
969140,1326297
1326297,1277928
1326297,614385
1326297,803666
1326297,574924
1326297,614385
1326297,803666
1326297,1277928
1326297,667614
1326297,378865
1326297,1635173
1326297,803666
803666,1326297
803666,1326297
803666,1326297
614385,1326297
803666,1326297
574924,1326297
982282,1326297
1326297,803666
803666,1326297
614385,1326297
1326297,1509591
574924,1326297
803666,1326297
574924,1326297
803666,1326297
1326297,2118407
614385,1326297
803666,1326297
1326297,803666
803666,1326297
803666,1326297
1326297,1635173
1829619,1326297
803666,1326297
614385,1326297
803666,1326297
574924,1326297
1326297,803666
803666,1326297
1635173,1326297
614385,1326297
803666,1326297
574924,1326297
614385,1326297
1326297,614385
614385,1326297
614385,1326297
614385,1326297
1326297,803666
574924,1326297
1829619,1326297
1326297,732670
614385,1326297
574924,1326297
614385,1326297
1326297,314732
574924,1326297
614385,1326297
573872,1326297
1326297,1277928
1326297,732670
969140,1326297
1326297,732670
1102900,1326297
713197,1326297
1201801,1326297
536161,1326297
574924,1326297
732670,1326297
614385,1326297
614385,1326297
574924,1326297
2576883,1327432
1579608,1327432
1327432,977245
3232129,1327432
1504424,1327432
1327432,2361297
1327432,947856
1504424,1327432
1327432,1504424
1327432,1526922
1327432,1526922
1327432,1526124
2046567,1327432
2046567,1327432
1327432,2780150
2780150,1327432
1504424,1327432
1327432,1676730
1327432,2374830
1327432,2936768
1327432,633726
1327432,1579608
1327432,1526922
1504424,1327432
7894210,1327432
1327432,2046567
1327432,1504424
2046567,1327432
1504424,1327432
633726,1327432
1327432,947856
1579794,1327432
633726,1327432
1579794,1327432
529377,1327432
4700703,1327432
889068,1327432
1327432,1494961
1327432,3232129
1327432,1579608
1327432,688035
2046567,1327432
1327432,769608
769608,1327432
769608,1327432
769608,1327432
1327432,2046567
1327432,961862
1327432,1579608
1327432,1579794
529377,1327432
2046567,1327432
2046567,1327432
1327432,701781
1327432,1494961
1327432,1504424
961862,1327432
1327432,1579608
1327432,3232129
1327432,1526922
1327432,1526922
1327432,3277556
1327432,1562739
1327432,1473362
3277556,1327432
961862,1327432
5677489,1327432
3232129,1327432
1327432,1909821
3232129,1327432
1491672,1327432
1327432,1494961
1327432,3075987
1491672,1327432
4320463,1327432
769608,1327432
1327432,617226
1327432,3232129
1327432,877037
1327432,511319
1327432,769608
1327432,944757
1526124,1327432
1327432,633726
1327432,6487673
1526922,1327432
1579608,1327432
1504424,1327432
1526124,1327432
1504424,1327432
1327432,1526124
1491672,1327432
1327432,1611520
1327432,1526922
1327432,1504424
1537164,1327432
1327432,2356780
1327432,1526922
769608,1327432
1327432,525655
1327432,2116231
511319,1327432
2116231,1327432
1327432,688035
362682,1327432
1327432,511319
1327432,688035
1327432,769608
1327432,511319
1327432,511319
1327432,3060273
1327432,3060273
1327432,511319
1327432,511319
244792,1327432
362682,1327432
511319,1327432
1327432,405797
1327432,769608
1327432,511319
1327432,979285
1504424,1327432
1327432,1526922
1327432,1526922
1327432,1504424
4827851,1327432
1327432,1537164
1327432,4320463
1327432,979285
1327432,511319
1327432,1526329
1327432,405797
1327432,511319
525655,1327432
1327432,525655
1327432,511319
525655,1327432
244792,1327432
1327432,511319
1327432,511319
1327432,511319
1327432,362682
511319,1327432
979285,1327432
511319,1327432
1327432,525655
1327432,979285
1327432,511319
1327432,525655
1327432,979285
511319,1327432
511319,1327432
511319,1327432
1327432,511319
511319,1327432
511319,1327432
1327432,511319
511319,1327432
1327432,961862
333503,1327432
961862,1327432
2333249,1327432
1142561,1327432
2046567,1327432
1327432,1537164
1327432,1421998
1327432,1421998
1327432,1526922
1327432,1504424
1327432,3277556
1327432,614749
1327432,1526922
2028064,1327432
1537164,1327432
945617,1327432
947856,1327432
1579608,1327432
1611520,1327432
961862,1327432
1327432,217791
1327432,633726
1327432,1551688
1327432,1504424
1327432,1526922
1327432,1551688
1327432,1364351
1327432,2574177
1537164,1327432
2356780,1327432
1473362,1327432
1562739,1327432
1611520,1327432
2356780,1327432
1579608,1327432
1526124,1327432
1504424,1327432
1504424,1327432
3079593,1327432
3292204,1327432
1750897,1327432
1526124,1327432
1526124,1327432
1611520,1327432
1526124,1327432
1327432,1492012
1547996,1327432
329015,1327432
511319,1327432
1118784,1327432
1611520,1327432
1537164,1327432
1504424,1327432
1537164,1327432
329015,1327432
1327432,688035
688035,1327432
1579794,1327432
1327432,1283503
1504424,1327432
1504424,1327432
769608,1327432
769608,1327432
1579794,1327432
2046567,1327432
1579794,1327432
961862,1327432
1327432,1611520
1327432,992947
1491672,1327432
1491672,1327432
769608,1327432
1579794,1327432
964801,1327432
1327432,510341
1327432,1526329
992947,1327432
1327432,372611
1327432,2356780
1504424,1327432
750186,1327432
1327432,2100720
1504424,1327432
992947,1327432
1327432,1526329
1327432,1526124
1327432,1526124
1327432,1526124
2088948,1327432
1327432,1526329
1327432,1504424
1504424,1327432
1327432,1504424
1504424,1327432
1526124,1327432
1526124,1327432
1506860,1327432
1491672,1327432
1504424,1327432
1504424,1327432
1504424,1327432
1630384,1327432
1473362,1327432
1504424,1327432
1283503,1327432
1504212,1327432
1133089,1327432
1676730,1327432
1526124,1327432
1526124,1327432
1504424,1327432
1327432,579745
696023,1327432
1327432,696023
1494961,1327432
1327432,1374403
511319,1327432
1327432,1170172
484556,1365801
1365801,484556
604145,1365801
604145,1365801
604145,1365801
1365801,1683128
1683128,1365801
729419,1365801
1365801,604145
1365801,604145
937489,1365801
1365801,604145
1683128,1365801
604145,1365801
1037451,1365801
729524,1365801
425353,1365801
1683128,1365801
1559044,1365801
1365801,604145
484556,1365801
863936,1365801
1365801,2224103
316539,1365801
604145,1365801
316539,1365801
1365801,2224103
1365801,863936
863936,1365801
484556,1365801
1365801,604145
1365801,975619
1365801,484556
327889,1365801
449408,1365801
241968,1365801
484556,1365801
729524,1365801
604145,1365801
1365801,604145
729419,1365801
729524,1365801
484556,1365801
863936,1365801
1365801,1363055
2339278,1365801
1365801,604145
1365801,316539
863936,1365801
944757,1365801
484556,1365801
4607982,1365801
483573,1365801
1365801,2675291
863936,1365801
316539,1365801
1356066,1365801
729419,1365801
1365801,604145
729524,1365801
1365801,1451023
1451023,1365801
604145,1365801
484556,1365801
1365801,604145
484556,1365801
1146014,1365801
729419,1365801
1365801,863936
729524,1365801
316539,1365801
1580390,1365801
1365801,316539
1365801,729419
389275,1365801
1365801,604145
484556,1365801
1060020,1365801
732804,1365801
1515410,1365801
1182270,1365801
2356780,1365801
316539,1365801
120824,1365801
863936,1365801
729419,1365801
995088,1365801
480883,1365801
863936,1365801
604145,1365801
484556,1365801
604145,1365801
1365801,1864190
1365801,604145
1168904,1365801
729419,1365801
1365801,1862865
520343,1365801
2726939,1365801
863936,1365801
484556,1365801
729419,1365801
604145,1365801
1365801,604145
2339278,1365801
2339278,1365801
1451023,1365801
1862865,1365801
1473319,1365801
1862865,1365801
3055719,1365801
604145,1365801
2339278,1365801
3384580,1365801
3384580,1365801
2339278,1365801
1172882,1365801
400641,1365801
1982313,1365801
226461,1365801
1451023,1365801
1451023,1365801
739977,1365801
634272,1365801
1394910,1365801
739977,1365801
2271124,1365801
754817,1365801
2214173,1365801
2822267,1365801
604145,1365801
484556,1365801
604145,1365801
729524,1365801
1466290,1365801
604145,1365801
1473362,1365801
944757,1365801
604145,1365801
3055719,1365801
2339278,1365801
615523,1365801
615527,1365801
1451023,1365801
316539,1365801
370010,1365801
729524,1365801
1365801,1862865
484556,1365801
729419,1365801
729524,1365801
1365801,604145
1365801,863936
1365801,604145
1365801,604145
484556,1365801
729419,1365801
729524,1365801
1365801,604145
484556,1365801
1365801,604145
1365801,604145
980321,1365801
729524,1365801
729419,1365801
1365801,604145
484556,1365801
944757,1365801
1182270,1365801
1451023,1365801
1365801,1473362
1473362,1365801
1365801,604145
484556,1365801
729419,1365801
604145,1365801
604145,1365801
729524,1365801
1365801,604145
729419,1365801
484556,1365801
1365801,863936
1365801,484556
1365801,729524
1365801,604145
484556,1365801
1365801,863936
729524,1365801
484556,1365801
484556,1365801
484556,1365801
729524,1365801
1365801,604145
1365801,201161
1365801,484556
1365801,201161
1365801,729419
1365801,729524
1365801,604145
1365801,484556
604145,1365801
1365801,729419
1365801,201161
1365801,604145
1365801,729524
1365801,484556
604145,1365801
572541,1365801
484556,1365801
604145,1365801
600323,1365801
370010,1365801
370010,1365801
1473362,1365801
1451023,1365801
1365801,209353
1365801,975619
370010,1365801
1365801,484556
1365801,944757
1365801,944757
1365801,1379204
317201,1365801
399027,1365801
316539,1365801
604145,1365801
1365801,317201
484556,1365801
484556,1365801
3918847,1366496
1755947,1366496
1755947,1366496
236525,1366496
137684,136552
137684,995571
137684,6227204
137684,138813
137684,425691
137684,3510084
137684,806719
137684,135277
137684,3696241
137684,1151558
137684,3510084
137684,3696241
137684,184763
137070,137684
419750,137684
137684,3696241
137684,1289379
1289379,137684
137070,137684
115197,137684
392122,137684
1266182,137684
137684,2950402
137684,135277
137684,135981
184763,137684
137684,137070
135981,137684
137684,135981
419750,137684
137684,425691
392122,137684
137684,6413212
137684,138181
2677470,137684
137684,137070
137684,184763
137684,1266182
184763,137684
137684,137070
139991,137684
137684,136482
1266182,137684
392122,137684
137684,392122
137684,419750
137684,425691
137684,1562884
137684,425691
137684,392122
137684,392122
137684,184763
392122,137684
184763,137684
137684,1912617
2444195,137684
137684,2444195
139991,137684
135277,137684
134892,137684
3686844,137684
137684,136482
137684,135529
137684,137070
184763,137684
137684,4079142
137684,1266182
137684,1266182
419750,137684
137684,418575
137684,137070
137684,735795
137684,184763
1625616,137684
137070,137684
137684,184763
137684,137070
139991,137684
184763,137684
137684,2444195
184763,137684
139991,137684
137684,138181
137684,138181
137684,418329
137684,139327
1912617,137684
137070,137684
137684,1266182
139652,137684
184763,137684
137684,184763
137684,137932
137684,184763
2241271,137684
137684,137070
137684,184763
137684,137263
137684,136936
137070,137684
139652,137684
139991,137684
135981,137684
137684,137693
137684,1266182
134892,137684
137684,138491
134892,137684
135976,137684
139652,137684
137684,184763
137684,137070
139652,137684
135011,137684
137684,136936
139652,137684
139652,137684
137684,138552
184763,137684
137684,184763
137684,1266182
137684,400641
137684,692190
137684,137693
137684,184763
137684,806719
137684,135011
137684,135981
137684,135981
139652,137684
184763,137684
137684,184763
137684,184763
137684,184763
137684,184763
137684,184763
137684,81410
137684,139991
137684,184763
137684,184763
137684,139327
137684,139991
137684,184763
137684,135981
139991,137684
137684,135529
135529,137684
137684,135529
137684,184763
137684,139327
137684,139327
137684,139327
184763,137684
137684,139327
137684,134892
135976,137684
81410,137684
134763,137684
184763,137684
137684,139991
184763,137684
137684,569191
137684,569191
137684,139327
134763,137684
139991,137684
135981,137684
137684,184763
137070,137684
184763,137684
137684,425691
184763,137684
137684,138813
135290,137684
137684,135981
184763,137684
184763,137684
137684,137070
135981,137684
135981,137684
530617,137684
137684,184763
137684,134874
137684,135290
135981,137684
137684,184763
184763,137684
137684,392122
137684,425691
137684,136670
137684,136670
137684,137070
137684,138332
184763,137684
137684,136482
137684,134892
137684,139327
137684,136552
137684,428236
137684,425691
137684,130835
137684,135011
184763,137684
137684,135669
184763,137684
136936,137684
137684,138181
141482,137684
137684,184763
137684,184763
136552,137684
137684,137693
137684,137693
137684,135290
137684,137932
137684,184763
137684,137071
137684,138813
137684,137123
137684,134619
137684,135981
184763,137684
137684,141482
137684,135290
135976,137684
134892,137684
137684,81410
137684,135290
137684,136512
137684,136936
184763,137684
141482,137684
137684,81410
137684,184763
137684,141482
137684,135971
135971,137684
137684,135971
135971,137684
137684,135971
137684,135971
137684,135971
137684,135971
137684,135971
135971,137684
135971,137684
135971,137684
135971,137684
135971,137684
135971,137684
135971,137684
136482,137684
137684,136936
135934,137684
137684,141482
137684,141482
137684,134892
137684,134878
137684,138502
137684,137263
137684,136512
137070,137684
137815,137684
136936,137684
137801,137684
137684,136552
137684,135914
137684,81410
141482,137684
137684,138332
135976,137684
137684,135290
135981,137684
137684,141482
137684,137613
137684,138172
137684,141764
135981,137684
134874,137684
136149,137684
136482,137684
135981,137684
137815,137684
137684,81410
135759,137684
137684,136936
137684,137693
137684,135290
137684,137801
137684,136936
137684,141482
137684,103243
134771,137684
137684,135011
135981,137684
139652,137684
137684,135976
137684,136482
137684,137260
135971,137684
137684,137123
137684,135290
137684,138332
137684,81410
137684,135981
139652,137684
135290,137684
135290,137684
137684,115197
137684,115197
137684,135976
137684,135473
137684,141482
137684,134763
138582,137684
137684,134874
137684,162842
137684,137932
137684,137613
137684,138172
137684,138172
137684,138172
136936,137684
135207,137684
135971,137684
137684,130835
137684,135290
139652,137684
137684,135011
141482,137684
135981,137684
137070,137684
137684,81410
137684,141482
137684,134892
137684,159744
136482,137684
137684,141482
137684,135473
135934,137684
135290,137684
135934,137684
137684,138181
137684,137123
137684,130835
135934,137684
137684,138502
173169,137684
137684,141482
137684,135971
137684,134892
137123,137684
137684,136461
137684,134892
137684,138340
137684,134874
134874,137684
137684,139652
137684,159744
137684,136296
137684,134892
137684,141482
138813,137684
137932,137684
137725,137684
137071,137684
137725,137684
136521,137684
137071,137684
138813,137684
141482,137684
137684,134892
137684,135981
137684,134874
137684,137122
137684,136482
137684,81410
141482,137684
162842,137684
137684,81410
137684,130835
137684,130835
137684,135011
137684,135976
137684,137070
137684,134619
137684,136552
137684,135914
138340,137684
135178,137684
134763,137684
137684,134619
1379204,1444968
1379204,1444968
1379204,1444968
1379204,1444968
