source,target
153136,499703
611739,499703
392783,499703
499703,508440
513880,499703
529397,499703
513880,499703
499703,392783
499703,392783
392783,499703
513880,499703
680681,499703
529397,499703
529392,499703
529397,499703
392783,499703
508440,499703
499703,508440
499703,513880
499703,508440
508440,499703
513880,499703
513880,499703
499703,529392
499703,508440
392783,499703
513880,499703
513880,499703
499703,392783
499703,513880
499703,508440
499703,529397
499703,275119
392783,499703
499703,392783
529392,499703
508440,499703
513880,499703
529397,499703
595572,499703
499703,508440
611739,499703
392783,499703
499703,508440
499703,392783
392783,499703
611739,499703
611739,499703
529397,499703
392783,499703
508440,499703
392783,499703
499703,529397
499703,392783
392783,499703
508440,499703
392783,499703
508440,499703
499703,392783
392783,499703
499703,513880
499703,508440
499703,508440
499703,392783
499703,513880
392783,499703
499703,392783
392783,499703
529397,499703
153136,499703
529397,499703
392783,499703
499703,508440
392783,499703
513880,499703
499703,508440
499703,508440
508440,499703
513880,499703
508440,499703
499703,513880
499703,513880
392783,499703
153136,499703
2100602,5010221
5010221,2100602
5010221,2100602
5013111,1805018
4638426,5013111
4246940,5013111
2290971,5013111
5013111,1134503
5013111,7458978
5225541,5013111
5013111,4638426
5013111,473274
1149826,5013111
5013111,4638426
5013111,1805018
1134503,5013111
5013111,1805018
5013111,1134503
5013111,293900
6316684,5013111
3859179,5013111
6048383,5013111
4202411,5013111
4415543,5013111
4163515,5013111
1869909,5013111
4457430,5013111
4457430,5013111
1201825,5013111
1201825,5013111
4202411,5013111
3638010,5013111
4339396,5013111
3162824,5013111
3638010,5013111
5013111,1805018
2454755,5013111
4486545,5013111
2001863,5013111
5013111,3083024
1134503,5013111
501838,1282041
501838,1282041
1282041,501838
299598,501838
501838,299598
402378,501838
632063,501838
501838,1792724
501838,402410
501838,402410
813831,501838
813831,501838
501838,813847
501838,813847
813847,501838
813847,501838
813831,501838
501838,813847
1146219,501838
813847,501838
1146219,501838
501838,813831
501838,1146219
813847,501838
501838,813831
501838,813847
501838,813831
501838,1282041
501838,677847
330112,501838
813847,501838
578520,501838
501838,1625599
501838,402447
501838,8174336
578520,501838
813831,501838
501838,1946530
501838,3947523
501838,722723
501838,310616
501838,1074678
501838,644657
501838,488669
501838,503250
430317,501838
501838,644657
501838,722723
501838,1074678
501838,644657
402378,501838
402378,501838
501838,402447
501838,384165
501838,402447
501838,339258
753923,501838
578520,501838
501838,363267
501838,363267
501838,760553
501838,644657
501838,644657
501838,408565
644657,501838
501838,644657
501838,437365
501838,402378
501838,644657
501838,364969
501838,722723
501838,644657
709533,501838
501838,722723
644657,501838
501838,644657
501838,1074678
299598,501838
363267,501838
339258,501838
578520,501838
701464,501838
364969,501838
501838,1074678
501838,644657
501838,722723
325090,501838
316540,501838
257784,501838
180623,501838
501838,644657
501838,1282041
529397,501838
501838,808934
488669,501838
501838,1282041
753923,501838
325090,501838
437365,501838
501838,325090
475473,501838
764394,501838
527751,501838
215644,501838
180623,501838
669704,501838
325090,501838
437365,501838
215644,501838
437365,501838
437365,501838
501838,437365
578520,501838
316540,501838
501838,1282041
501838,1282041
501838,1282041
501838,578520
501838,402447
501838,644657
501838,3432833
501838,1618256
501838,402447
501838,402447
501838,364969
501838,1074678
501838,644657
644657,501838
501838,644657
501838,1074678
501838,722723
501838,310616
501838,813847
501838,1298084
501838,430317
501838,475473
501838,330112
402447,501838
475473,501838
578520,501838
578520,501838
578520,501838
501838,3432833
501838,578520
437365,501838
3432833,501838
257784,501838
501838,1282041
437365,501838
501838,430317
501838,559599
501838,480922
501838,559599
437365,501838
501838,402447
501838,475473
437365,501838
402447,501838
533409,501838
501838,985851
501838,1282041
501838,316540
501838,310616
1946530,501838
578520,501838
501838,644657
578520,501838
501838,257784
529397,501838
501838,722723
501838,1074678
501838,722723
501838,1074678
501838,1074678
257784,501838
475473,501838
501838,753923
501838,2537545
501838,624903
1552703,501838
501838,644657
501838,644657
644657,501838
501838,1552703
3124691,501838
559599,501838
2903041,501838
501838,559599
501838,447988
501838,644501
2537545,501838
501838,813847
402410,501838
501838,402410
501838,402447
578520,501838
475473,501838
501838,402410
501838,427251
501838,475473
501838,722723
722723,501838
299598,501838
501838,574159
501838,299598
330112,501838
501838,447988
501838,330112
501838,1696080
501838,2903041
644657,501838
501838,1356994
578520,501838
501838,753923
501838,2093376
442043,501838
501838,559595
501838,559595
501838,325090
501838,325090
501838,2093376
501838,753923
501838,488669
501838,310616
475473,501838
257784,501838
644657,501838
257784,501838
257784,501838
501838,644501
501838,1282041
501838,1023738
501838,504505
501838,4173642
504505,501838
578520,501838
447988,501838
501838,644657
501838,578520
501838,1946530
501838,257784
501838,325090
501838,257784
475473,501838
501838,325090
501838,644657
753923,501838
364969,501838
501838,644657
644657,501838
501838,578520
501838,364969
501838,245626
501838,639482
501838,364969
501838,578520
501838,578520
1946530,501838
501838,1282041
501838,475473
501838,363267
1371471,501838
501838,722723
257784,501838
501838,3432833
501838,480922
501838,1039962
578520,501838
501838,578520
257784,501838
180623,501838
257784,501838
257784,501838
437365,501838
501838,2537545
437365,501838
501838,559599
764394,501838
501838,994042
501838,578520
447988,501838
578520,501838
501838,2537545
501838,985851
501838,316540
501838,316540
501838,578520
753923,501838
501838,469296
501838,469296
501838,644657
501838,677847
644657,501838
722723,501838
501838,644657
501838,644657
501838,722723
501838,722723
501838,316540
316540,501838
501838,3060149
501838,813831
501838,753923
501838,813847
501838,578520
501838,310616
501838,644657
644657,501838
501838,310616
501838,1074678
501838,354345
501838,644657
501838,1074678
501838,364969
501838,310616
501838,1074678
501838,947430
437365,501838
501838,437365
437365,501838
501838,325090
501838,2687876
501838,947430
644657,501838
501838,722723
501838,574159
501838,888939
501838,385856
501838,722723
501838,578520
501838,364969
501838,316540
501838,1074678
501838,644657
501838,364969
501838,402410
501838,364969
501838,364969
402410,501838
501838,475473
257784,501838
257784,501838
501838,701464
480922,501838
475473,501838
722723,501838
501838,578520
475473,501838
257784,501838
722723,501838
501838,644657
501838,624903
501838,644657
501838,310616
501838,180623
501838,402447
501838,364969
501838,578520
501838,578520
501838,398326
574159,501838
501838,644657
501838,447988
501838,447988
501838,442043
501838,364969
501838,364969
442043,501838
501838,447988
501838,364969
486813,501838
624903,501838
501838,578520
501838,364969
501838,624903
624903,501838
501838,624903
501838,333959
501838,402447
501838,486813
501838,316540
501838,316540
501838,644657
567508,501838
461999,501838
180623,501838
501838,578520
501838,578520
437365,501838
501838,437365
501838,574159
501838,343431
501838,567508
501838,310616
501838,337426
980978,501838
501838,644657
501838,624903
501838,644657
501838,624903
501838,578520
501838,644657
697617,501838
574159,501838
364969,501838
402410,501838
1505319,501838
578520,501838
501838,644657
501838,942656
644657,501838
362793,501838
501838,644657
501838,559599
501838,480922
171435,501838
437365,501838
257784,501838
180623,501838
567508,501838
980978,501838
402410,501838
501838,644657
501838,437365
257784,501838
402410,501838
501838,402447
501838,402410
247067,501838
475473,501838
501838,644657
501838,644657
697987,501838
644657,501838
644657,501838
504505,501838
644657,501838
475473,501838
578520,501838
567508,501838
382778,501838
501838,578520
437365,501838
501838,382778
501838,437365
501838,567508
382778,501838
501838,1146219
624903,501838
501838,504505
501838,644657
501838,753923
153136,501838
501838,437365
501838,336239
437365,501838
644657,501838
501838,753923
153136,501838
753923,501838
501838,644657
598005,501838
495349,501838
333959,501838
624903,501838
501838,644501
501838,644657
501838,624903
501838,644657
437365,501838
153136,501838
501838,597391
596801,501838
501838,529397
501838,402410
501838,437365
402410,501838
153136,501838
504505,501838
2554669,5031046
1570662,5031046
470946,503466
1000338,503466
1764001,503466
503466,2958016
1569918,503466
1315938,503466
133710,503466
503466,559749
503466,1569918
503466,1569918
1569918,503466
503466,1556523
503466,797026
509307,503466
503466,509307
520258,503466
650506,503466
503466,341556
520258,503466
503466,520258
503466,693721
503466,203794
133710,503466
388002,50456
315394,50456
287095,50456
986061,50456
287095,50456
384090,50456
1025962,50456
596295,50456
379837,50456
1025962,50456
869574,50456
1279775,50456
2264714,50456
57827,50456
7340129,50456
315394,50456
1025962,50456
379837,50456
1849728,50456
3409690,50456
2556659,50456
3409690,50456
595109,50456
315394,50456
315394,50456
3990803,50456
315394,50456
315394,50456
315394,50456
1025962,50456
315394,50456
2508752,50456
2235434,50456
2264714,50456
287095,50456
315394,50456
315394,50456
50456,315394
50456,315394
315394,50456
2508752,50456
814480,50456
292481,50456
287095,50456
910998,50456
986061,50456
1025962,50456
986061,50456
287095,50456
315394,50456
315394,50456
287095,50456
248189,50456
388002,50456
315394,50456
2295883,50456
430256,50456
315394,50456
366631,50456
388002,50456
248189,50456
366631,50456
248189,50456
287095,50456
724321,50456
724321,50456
246207,50456
388002,50456
315394,50456
582636,50456
240738,50456
315394,50456
596295,50456
1025962,50456
366631,50456
986061,50456
582636,50456
240738,50456
388002,50456
366631,50456
366631,50456
388002,50456
388002,50456
366631,50456
366631,50456
287095,50456
366631,50456
315394,50456
388002,50456
388002,50456
596295,50456
315394,50456
315394,50456
50456,34576
5049711,5050139
5049711,5050139
5212879,5050139
5049711,5050139
5049711,5050139
5049711,5050139
5049711,5050139
5050538,5050139
5050139,5049711
5049711,5050139
5049711,5050139
5050139,5049711
5049711,5050139
5049711,5050139
5049711,5050139
3644739,5050139
2645544,5050139
5049711,5050139
1531314,5075745
1531314,5075745
1327432,511319
979285,511319
511319,1327432
511319,329015
1327432,511319
1327432,511319
525655,511319
1327432,511319
1327432,511319
511319,662752
1327432,511319
511319,979285
511319,1347202
511319,1327432
1327432,511319
525655,511319
1327432,511319
511319,525655
511319,525655
511319,405797
511319,405797
1327432,511319
1327432,511319
511319,525655
1327432,511319
1327432,511319
1327432,511319
342754,511319
511319,1327432
511319,979285
511319,979285
511319,525655
979285,511319
511319,1327432
511319,979285
511319,525655
511319,525655
979285,511319
1327432,511319
511319,525655
511319,979285
511319,1327432
511319,1327432
511319,1327432
1327432,511319
511319,1327432
511319,1327432
631984,511319
1327432,511319
977245,511319
511319,1327432
979285,511319
343431,511319
343431,511319
511319,329015
511319,755419
511319,979285
979285,511319
511319,577629
333503,511319
511319,329015
333503,511319
511319,1327432
511319,979285
329015,511319
329015,511319
333503,511319
1592879,511319
511319,527895
333503,511319
511319,979285
662752,511319
511319,662752
1587474,511319
1587474,511319
511319,1327432
1095081,511319
179384,511319
511319,215270
2271571,513600
1776303,513600
704093,513600
573403,513600
2338372,513600
573403,513600
513600,3317812
426058,513600
365459,513600
1908749,513600
1699826,513600
365459,513600
573403,513600
513600,521202
513600,704093
334436,513600
334436,513600
923438,513600
365459,513600
513600,213835
1699826,513600
573403,513600
1699826,513600
426058,513600
513600,2288801
513600,2288801
513600,1699826
513600,1699826
513600,944018
2803174,513600
2803174,513600
513600,2803174
513600,2803174
513600,321030
513600,321030
1091876,513600
1091876,513600
2279420,513600
482824,513600
1513168,513600
513600,2271571
1341375,513600
513600,2338372
513600,1341375
513600,1341375
2338372,513600
2132975,513600
513600,332575
573403,513600
573403,513600
513600,519639
512338,513600
513600,944018
513600,944018
519639,513600
513600,332575
513600,944018
513600,519639
1489148,513600
519639,513600
503793,513600
513600,519639
513600,519639
513600,1513168
513600,1161289
513600,2579074
513600,519639
513600,519639
573403,513600
944018,513600
1471770,513600
513600,482824
512338,513600
332575,513600
513600,519639
944018,513600
944018,513600
513600,512338
513600,512338
944018,513600
513600,519639
944018,513600
944018,513600
1605935,513600
513600,520339
944018,513600
944018,513600
573403,513600
513600,365459
944018,513600
944018,513600
944018,513600
519639,513600
513600,483578
513600,519639
513600,519639
332575,513600
521202,513600
1339002,513600
513600,573403
513600,483578
513600,519639
944018,513600
513600,1479692
573403,513600
513600,1339002
519639,513600
513600,332575
1511575,513600
482824,513600
513600,519639
332575,513600
1341375,513600
513600,573403
513600,332575
513600,519639
513600,1339002
513600,332575
513600,456119
513600,519639
513600,1489148
513600,512338
1083302,513600
1441061,513600
1339002,513600
365459,513600
1341375,513600
1511575,513600
513600,1339002
513600,519639
513600,520339
503793,513600
1339002,513600
513600,1489148
1341375,513600
513600,519639
519639,513600
520339,513600
1605935,513600
519639,513600
482824,513600
332575,513600
513600,332575
2338372,513600
482824,513600
513600,522137
513600,1489148
513600,1339002
519639,513600
1489148,513600
482824,513600
482824,513600
1339002,513600
519639,513600
1339002,513600
519639,513600
1423933,513600
1489148,513600
1339002,513600
513600,522137
512338,513600
1423933,513600
1489148,513600
519639,513600
513600,519639
513600,512338
513600,519639
1341375,513600
332575,513600
513600,1341375
1441061,513600
365459,513600
513600,332575
513600,519639
1511575,513600
513600,1339002
513600,1339002
513600,332575
512338,513600
2132975,513600
513600,520339
520339,513600
513600,332575
513600,332575
1699826,513600
513600,519639
513600,519639
513600,519639
202860,513600
202860,513600
483578,513600
456119,513600
513600,476640
513600,512338
513600,456119
1339002,513600
513600,476640
601473,513600
513600,456119
513600,456119
513600,456119
465312,513600
512338,513600
513600,512338
512338,513600
512338,513600
512338,513600
513600,332575
513600,476640
153136,513600
513600,476640
513600,476640
513600,512338
513600,332575
153136,513600
5171153,1036355
7185826,5171153
7185826,5171153
7185826,5171153
7185826,5171153
7185826,5171153
5444259,5171153
1036355,5171153
476625,5171153
476625,5171153
844133,5171153
4012036,5171153
5450095,5171153
1544367,5171153
2957334,5171153
2957334,5171153
5149850,5171153
4084972,5171153
2619106,5171153
5172939,2405126
2405126,5172939
5172939,826653
5172939,826653
5172939,826653
826653,5172939
5172939,1465448
5172939,826653
826653,5172939
2405126,5172939
5172939,826653
1175137,5172939
5172939,607525
5172939,2416733
5172939,480883
1175137,5172939
1175137,5172939
5172939,2405126
5172939,1175137
5172939,1465448
826653,5172939
5172939,826653
5172939,826653
5172939,826653
2416733,5172939
5172939,826653
5172939,826653
2416733,5172939
1175137,5172939
1356766,5172939
5172939,826653
5172939,2405126
5172939,826653
607525,5172939
1175137,5172939
5172939,2405126
826653,5172939
5172939,826653
826653,5172939
5172939,607525
5172939,826653
1992914,5172939
2405126,5172939
5172939,826653
1465448,5172939
5172939,826653
4052522,5172939
4052522,5172939
1356766,5172939
1813571,5172939
5172939,826653
1465448,5172939
1175137,5172939
5172939,607525
1175137,5172939
5172939,2237575
480883,5172939
5172939,826653
607525,5172939
1175137,5172939
2405126,5172939
2224103,5172939
594407,5172939
5172939,2237575
5172939,2237575
1175137,5172939
5172939,826653
5172939,607525
5172939,826653
766413,517798
223327,517798
2414413,517798
2577363,517798
517798,7316294
517798,480508
517798,1173630
2684120,517798
2414413,517798
664886,517798
766413,517798
1173630,517798
517798,1173630
591037,517798
517798,1044607
1482242,517798
1035483,517798
517798,580414
2948991,517798
2932251,517798
894543,517798
517798,2932251
5619693,517798
1266191,517798
1035483,517798
580414,517798
517798,1094999
517798,223327
2414413,517798
2414413,517798
2120988,517798
2414413,517798
2738429,517798
517798,2414413
1052585,517798
1094999,517798
1482242,517798
977054,517798
2414413,517798
223327,517798
1482242,517798
517798,1266191
2684120,517798
2414413,517798
2414413,517798
2684120,517798
2414413,517798
2684120,517798
2684120,517798
2588292,517798
1115015,517798
1115015,517798
517798,223327
517798,1094999
223327,517798
517798,584770
948438,517798
1115015,517798
517798,1115015
517798,365292
517798,1115015
517798,1173630
517798,378862
517798,1173630
517798,378862
517798,378862
1035483,517798
445872,517798
2306214,517798
2306214,517798
517798,1481838
517798,1713805
517798,507414
517798,507414
517798,732670
1631297,517798
1497370,517798
1453411,517798
945617,517798
665748,517798
990958,517798
990958,517798
1482242,517798
1262454,517798
517798,977054
517798,1482242
1044607,517798
783235,517798
749889,517798
517798,894543
637334,517798
223327,517798
517798,223327
223327,517798
517798,1029617
1029617,517798
1094999,517798
584770,517798
529604,517798
401679,517798
581352,524495
4226852,524495
4226852,524495
1085564,524495
1901730,524495
2138652,524495
524495,5458069
524495,120295
4226852,524495
524495,4226852
1577909,524495
4226852,524495
1577909,524495
4226852,524495
4226852,524495
524495,1577909
524495,65807
524495,1205434
524495,1577909
524495,1565492
524495,5458069
524495,1566141
524495,1577909
4226852,524495
4226852,524495
4226852,524495
4226852,524495
4228054,524495
4226852,524495
4226852,524495
4226852,524495
524495,1205434
4226852,524495
4226852,524495
524495,4226852
524495,1566141
1100293,524495
4226852,524495
4226852,524495
4226852,524495
1699249,524495
524495,1566141
524495,4226852
4221745,524495
4226852,524495
524495,4226852
4226852,524495
4226852,524495
4226852,524495
524495,30113
1566141,524495
4226852,524495
524495,4226852
524495,522769
4226852,524495
524495,4226852
4226852,524495
4226852,524495
524495,4226852
4226852,524495
4226852,524495
524495,1566141
1566141,524495
524495,1566141
524495,522769
524495,1566141
3075019,524495
4210369,524495
524495,3075019
524495,3075019
524495,306625
1578507,524495
524495,522769
524495,522769
524495,522769
5120580,52764
1590640,52764
52764,629369
1241884,52764
52764,1241884
3329369,52764
52764,3329369
3329369,52764
52764,3329369
52445,52764
527895,2461854
527895,1878232
527895,442934
527895,2357320
527895,3747387
527895,5897727
527895,1878232
527895,1474799
527895,3229919
1910115,527895
527895,1631297
527895,945617
527895,1878232
527895,542607
527895,442934
1537164,527895
670298,527895
527895,1251297
6785733,527895
670298,527895
527895,670298
527895,1537164
527895,441453
527895,442934
527895,376203
527895,1525461
1878232,527895
2718087,527895
347778,527895
527895,442934
527895,632604
441453,527895
527895,441453
527895,632604
527895,441453
527895,441453
527895,1514092
527895,1514092
1911792,527895
441453,527895
1081307,527895
1081307,527895
155824,527895
527895,1081307
441453,527895
527895,441453
1514092,527895
2819153,527895
441453,527895
441453,527895
527895,441453
527895,532017
527895,2819153
527895,945617
527895,1421998
527895,532017
347778,527895
347778,527895
880000,527895
527895,441453
527895,482846
527895,532017
1040430,527895
527895,1040430
880000,527895
527895,1145244
527895,442934
1421998,527895
2718087,527895
1251297,527895
2718087,527895
527895,2718087
1589706,527895
2718087,527895
527895,880000
527895,1513228
1910115,527895
2718087,527895
511319,527895
527895,1910115
527895,1837701
527895,1275773
527895,329015
527895,442934
527895,880000
527895,442934
527895,707877
542607,527895
527895,442934
527895,880000
527895,304295
527895,333726
527895,442934
527895,442934
527895,116975
1421998,527895
527895,442934
527895,215644
527895,542607
527895,1145244
527895,532017
542607,527895
527895,542607
153136,527895
532017,527895
5419419,531992
531992,567964
574924,531992
531992,372142
531992,474348
531992,491410
153136,531992
533390,790433
533390,745927
574157,533390
533390,470938
533390,574157
533390,725468
533390,576356
533390,574157
533390,470938
745927,533390
533390,745927
533390,1387027
533390,1753433
745927,533390
533390,1753433
533390,470938
507290,533390
533390,1455643
507290,533390
745927,533390
533390,470938
533390,2361297
533390,400018
704089,533390
745927,533390
533390,745927
533390,745927
533390,745927
470938,533390
533390,745927
533390,507290
533390,507290
533390,470938
533390,470938
533390,470938
533390,745927
533390,1387027
533390,470938
533390,470938
533390,2400235
533390,507290
533390,507290
470938,533390
533390,1455643
533390,1455643
533390,1455643
1455643,533390
533390,346001
533390,1455643
4848755,533390
1455643,533390
1455643,533390
533390,470938
533390,1455643
533390,2964294
4774127,533390
1455643,533390
533390,1455643
750387,533390
533390,784660
533390,511611
533390,745927
533390,480508
533390,470938
533390,1032270
533390,794195
533390,507290
533390,470938
533390,1455643
533390,1455643
533390,1730192
533390,470938
533390,7979230
533390,707301
533390,470938
533390,320768
707301,533390
470938,533390
533390,400018
533390,4972605
533390,320768
6391051,533390
2901934,533390
356933,533390
320768,533390
533390,626970
470938,533390
707301,533390
320768,533390
248436,533390
320768,533390
626970,533390
707301,533390
470938,533390
503641,533390
533390,320768
470938,533390
470938,533390
470938,533390
356933,533390
707301,533390
745927,533390
533390,470938
533390,507290
470938,533390
533390,574157
533390,2400235
1455643,533390
574157,533390
533390,574157
1017205,533390
1186787,533390
745927,533390
507290,533390
470938,533390
533390,750387
470938,533390
745927,533390
470938,533390
470938,533390
533390,470938
533390,1479409
745927,533390
4950520,533390
533390,1034818
533390,1034818
470938,533390
470938,533390
533390,750387
470938,533390
470938,533390
470938,533390
533390,1034818
533390,745927
533390,1034818
745927,533390
533390,745927
533390,745927
533390,745927
623217,533390
1186787,533390
533390,313799
533390,574157
507290,533390
1017205,533390
533390,1627856
1627856,533390
533390,1471976
470938,533390
745927,533390
533390,240103
240103,533390
3381960,533390
533390,470938
533390,470938
470938,533390
533390,507290
533390,507290
470938,533390
533390,507290
470938,533390
470938,533390
1730192,533390
533390,470938
533390,667267
533390,507290
1537060,533390
2008970,533390
5153820,533390
2887665,533390
2887678,533390
745927,533390
470938,533390
533390,507290
533390,745927
470938,533390
1455643,533390
533390,1455643
533390,470938
507290,533390
533390,507290
533390,745927
745927,533390
470938,533390
533390,574157
470938,533390
533390,314216
470938,533390
507290,533390
533390,314367
533390,1034818
533390,510087
1166384,533390
533390,4640344
533390,574157
745927,533390
470938,533390
507290,533390
470938,533390
745927,533390
470938,533390
470938,533390
533390,5452547
533390,470938
533390,745927
533390,4640344
533390,1455643
533390,470938
1455643,533390
5452547,533390
1455643,533390
533390,745927
1455643,533390
533390,1455643
533390,1034818
533390,1455643
533390,2874209
745927,533390
533390,1034818
533390,745927
1730192,533390
745927,533390
533390,745927
5452547,533390
2657102,533390
533390,296539
533390,1455643
533390,296539
2765914,533390
533390,1455643
533390,1455643
533390,2874209
533390,470938
1455643,533390
533390,470938
533390,470938
1730192,533390
533390,1627856
1455643,533390
533390,1627856
533390,897316
533390,1627856
533390,1455643
533390,1455643
533390,1455643
1730192,533390
533390,980681
1730192,533390
533390,1455643
533390,1389788
533390,626970
2461822,533390
533390,470938
533390,2461822
1730192,533390
533390,1455643
1455643,533390
1589706,533390
505215,533390
533390,1002607
533390,1401415
533390,1401415
1177364,533390
533390,1661973
533390,470938
533390,470938
470938,533390
533390,470938
470938,533390
470938,533390
533390,470938
533390,470938
470938,533390
533390,3381960
533390,1455643
356933,533390
533390,1455643
533390,1455643
533390,784660
533390,790433
470938,533390
949339,533390
533390,1479409
470938,533390
533390,296539
533390,949339
1730192,533390
533390,709021
533390,1455643
533390,639482
470938,533390
533390,296539
1473319,533390
533390,1182688
533390,1387138
1730192,533390
533390,1002607
533390,296539
949339,533390
533390,1455643
533390,1401415
533390,1455643
533390,949339
533390,1455643
533390,1455643
533390,1455643
470938,533390
533390,1455643
533390,1455643
533390,639482
533390,760355
533390,1455643
533390,2439443
470938,533390
1071838,533390
533390,1671409
533390,1779245
533390,1455643
533390,1455643
533390,1455643
533390,280165
470938,533390
533390,1455643
533390,1455643
533390,1175487
533390,1751725
533390,1455643
533390,556072
1455643,533390
760355,533390
533390,1034818
533390,1455643
1455643,533390
533390,1034818
533390,1456249
533390,1455643
533390,1401415
533390,1455643
790433,533390
533390,1401415
533390,1455643
533390,1455643
470938,533390
533390,1589706
533390,1455643
1730192,533390
533390,1034818
533390,765086
1455643,533390
533390,1455643
533390,1455643
1401415,533390
1401415,533390
1034818,533390
1401415,533390
533390,1401415
533390,1401415
1455643,533390
533390,1455643
1455643,533390
1034818,533390
1455643,533390
533390,1455643
533390,1455643
533390,791466
533390,1071838
533390,623217
1034818,533390
400018,533390
1455643,533390
1455643,533390
1479409,533390
347037,533390
533390,1455643
533390,1455643
533390,1455643
1034818,533390
533390,314216
533390,1455643
1034818,533390
533390,507290
932154,533390
794199,533390
623217,533390
533390,240103
533390,1034818
291441,533390
533390,1034818
533390,1071838
533390,280165
533390,280165
280165,533390
533390,280165
1479409,533390
533390,280165
533390,1282825
533390,639482
533390,1479409
533390,1479409
533390,623217
533390,1034818
1034818,533390
623217,533390
623217,533390
1034818,533390
1034818,533390
1034818,533390
1034818,533390
1034818,533390
1957723,533390
533390,1034818
507290,533390
533390,1034818
533390,1034818
1034818,533390
1034818,533390
1034818,533390
533390,1034818
533390,1034818
533390,409465
533390,320187
533390,495219
533390,479554
533390,338605
745927,533390
338605,533390
479554,533390
495219,533390
280165,533390
549666,533390
549666,533390
533390,1591830
533390,760355
533390,747216
533390,747216
533390,1034818
1034818,533390
1071838,533390
253781,533390
620837,533390
1168948,533390
1168948,533390
533390,1034818
623217,533390
533390,480041
533390,745927
1078257,533390
533390,626970
533390,391925
533390,834299
533390,347037
533390,707301
533390,911754
533390,911754
533390,1071838
533390,911754
533390,1034818
1071838,533390
1071838,533390
533390,1034818
533390,1034818
533390,1034818
576695,533390
533390,1034818
533390,479554
644877,533390
373566,533390
533390,894797
613558,533390
533390,314629
533390,314629
533390,1034818
153136,533390
533390,613558
533390,769912
153136,533390
314216,533390
533390,240103
533390,609540
533390,354345
470938,533390
470938,533390
533390,507290
639482,533390
533390,240103
533390,349321
639482,533390
533390,613558
533390,241492
533390,613558
269351,533390
313799,533390
240103,533390
269351,533390
400018,533390
470938,533390
480041,533390
453958,533390
269351,533390
470938,533390
613558,533390
443111,533390
240103,533390
533390,470938
153136,533390
2730955,533417
2730955,533417
2266822,533417
3506599,533417
1139191,533417
1139191,533417
1504692,533417
2730955,533417
1504692,533417
2730955,533417
5109708,533417
2730955,533417
5109708,533417
5109708,533417
533417,5109708
5109708,533417
1200109,533417
533417,1139191
1468691,533417
3197461,533417
1139191,533417
2906003,533417
2906003,533417
1139191,533417
458730,533417
1139191,533417
1139191,533417
1415539,533417
672430,533417
1139191,533417
4286210,533417
3621712,533417
2743104,533417
1460669,533417
1139191,533417
475217,533417
1139191,533417
246357,533417
246357,533417
1259269,533417
3504142,533417
1139191,533417
1139191,533417
1139191,533417
1139191,533417
1139191,533417
1562065,533417
1504692,533417
2908003,533417
1577163,533417
477622,533417
477543,533417
473562,533417
459240,533417
1035188,533417
689523,533417
1139191,533417
1139191,533417
1023727,533417
1023727,533417
1139191,533417
459240,533417
1139191,533417
1139191,533417
1139191,533417
1057639,533417
533207,533417
458413,533417
1139191,533417
1139191,533417
459240,533417
459240,533417
1139191,533417
473416,533417
1139191,533417
1139191,533417
533417,477622
381577,533417
1139191,533417
459240,533417
1035188,533417
533417,1035188
911808,533417
533417,477622
533417,1026050
477622,533417
533417,458942
1032676,533417
473562,533417
1023050,533417
1008313,533417
473562,533417
628270,533417
533417,1023050
533417,628270
533417,1022523
477622,533417
515751,533417
533417,478065
533417,459507
533417,515751
515751,533417
628270,533417
1457521,5342053
5342053,1457521
889530,53623
689406,53623
889530,53623
889530,53623
241968,53623
864726,53623
791897,53623
241968,53623
760314,53623
435713,53623
241968,53623
889530,53623
889530,53623
241968,53623
241968,53623
590553,53623
435713,53623
435713,53623
889530,53623
487119,53623
487119,53623
487119,53623
2131966,53623
241968,53623
4811246,53623
889530,53623
241968,53623
241968,53623
2131966,53623
487119,53623
483573,53623
1075428,53623
791897,53623
435713,53623
241968,53623
241968,53623
285079,53623
1011005,53623
241968,53623
476619,53623
1011005,53623
241968,53623
241968,53623
435713,53623
241968,53623
1011005,53623
435713,53623
487119,53623
306026,53623
764394,53623
889530,53623
889530,53623
487119,53623
792180,53623
241968,53623
241968,53623
980321,53623
241968,53623
241968,53623
435713,53623
241968,53623
241968,53623
1327082,53623
792180,53623
807121,53623
281795,53623
713365,53623
952315,53623
302765,53623
435713,53623
484556,53623
1128507,53623
327889,53623
356311,53623
217385,53623
241968,53623
217385,53623
538530,548670
538530,211574
538530,211169
327581,538530
538530,260696
538530,147213
538530,212183
538530,260696
147213,538530
327581,538530
538530,327581
538530,147213
538530,287884
538530,449306
538530,327581
260696,538530
538530,260696
538530,311996
538530,263582
538530,287884
538530,327581
538530,291995
538530,287884
538530,147213
538530,204373
538530,147191
538530,327581
538530,327581
538530,291995
538530,147213
538530,452651
538530,7003210
327581,538530
291995,538530
538530,212183
548670,538530
538530,700221
538530,4100181
147213,538530
538530,327581
538530,327581
538530,291995
538530,548670
213245,538530
260696,538530
538530,253164
260696,538530
538530,258391
538530,213245
311996,538530
538530,327581
473052,538530
212183,538530
1621203,538530
538530,327581
538530,240538
538530,327581
538530,260696
538530,260696
538530,260696
291995,538530
1796723,538530
291995,538530
538530,1016734
538530,213245
538530,204373
